Assignee,Task_Tag,task_count
A-610,Code Refactoring & Cleanup,1
A-6100,Documentation,1
A-6100,Other,1
A-61000,Bug fixing / Maintenance,1
A-61000,Feature / Improvement Implementation,1
A-61003,Bug fixing / Maintenance,1
A-61008,Feature / Improvement Implementation,1
A-6101,Bug fixing / Maintenance,4
A-6101,Feature / Improvement Implementation,4
A-6101,Testing & Verification,1
A-61013,Feature / Improvement Implementation,5
A-61013,Bug fixing / Maintenance,2
A-61013,Build & Release Engineering,1
A-61013,Code Refactoring & Cleanup,1
A-61013,Other,1
A-61013,Testing & Verification,1
A-61015,Bug fixing / Maintenance,2
A-61017,Bug fixing / Maintenance,1
A-61017,Code Refactoring & Cleanup,1
A-61017,Feature / Improvement Implementation,1
A-61019,Bug fixing / Maintenance,1
A-6102,Bug fixing / Maintenance,3
A-6102,Build & Release Engineering,3
A-6102,Feature / Improvement Implementation,3
A-6102,Testing & Verification,2
A-6102,Project / General Task,1
A-6103,Bug fixing / Maintenance,1
A-6103,Feature / Improvement Implementation,1
A-61030,Feature / Improvement Implementation,1
A-61032,Feature / Improvement Implementation,1
A-61035,Feature / Improvement Implementation,1
A-61037,Feature / Improvement Implementation,1
A-6104,Bug fixing / Maintenance,21
A-6104,Build & Release Engineering,1
A-61042,Bug fixing / Maintenance,1
A-61045,Testing & Verification,1
A-61047,Testing & Verification,1
A-61048,Bug fixing / Maintenance,1
A-61048,Feature / Improvement Implementation,1
A-61049,Bug fixing / Maintenance,1
A-6105,Bug fixing / Maintenance,5
A-6105,Feature / Improvement Implementation,2
A-6105,Testing & Verification,2
A-6105,Design & API Evolution,1
A-6105,Documentation,1
A-61050,Bug fixing / Maintenance,1
A-61052,Bug fixing / Maintenance,1
A-61053,Bug fixing / Maintenance,1
A-61059,Documentation,1
A-6106,Feature / Improvement Implementation,8
A-6106,Bug fixing / Maintenance,5
A-6106,Testing & Verification,3
A-6106,Documentation,2
A-6106,Build & Release Engineering,1
A-61061,Feature / Improvement Implementation,1
A-61062,Bug fixing / Maintenance,1
A-61062,Feature / Improvement Implementation,1
A-61063,Bug fixing / Maintenance,1
A-61067,Bug fixing / Maintenance,1
A-6107,Bug fixing / Maintenance,19
A-6107,Build & Release Engineering,9
A-6107,Feature / Improvement Implementation,6
A-6107,Documentation,5
A-6107,Project / General Task,4
A-6107,Code Refactoring & Cleanup,3
A-6107,Design & API Evolution,1
A-6107,Testing & Verification,1
A-61071,Bug fixing / Maintenance,1
A-61072,Bug fixing / Maintenance,1
A-61073,Feature / Improvement Implementation,1
A-61079,Feature / Improvement Implementation,1
A-6108,Bug fixing / Maintenance,139
A-6108,Feature / Improvement Implementation,68
A-6108,Build & Release Engineering,57
A-6108,Project / General Task,36
A-6108,Documentation,23
A-6108,Testing & Verification,23
A-6108,Design & API Evolution,20
A-6108,Other,8
A-6108,Code Refactoring & Cleanup,7
A-6108,Performance Optimization,1
A-61082,Feature / Improvement Implementation,1
A-61083,Feature / Improvement Implementation,1
A-61084,Feature / Improvement Implementation,1
A-61085,Project / General Task,1
A-61086,Bug fixing / Maintenance,1
A-61087,Build & Release Engineering,1
A-61088,Testing & Verification,1
A-61089,Bug fixing / Maintenance,1
A-61089,Feature / Improvement Implementation,1
A-61089,Performance Optimization,1
A-6109,Bug fixing / Maintenance,14
A-6109,Feature / Improvement Implementation,8
A-6109,Build & Release Engineering,2
A-6109,Design & API Evolution,1
A-61093,Feature / Improvement Implementation,1
A-61096,Feature / Improvement Implementation,1
A-61097,Other,1
A-611,Bug fixing / Maintenance,12
A-611,Build & Release Engineering,1
A-611,Feature / Improvement Implementation,1
A-611,Testing & Verification,1
A-6110,Feature / Improvement Implementation,38
A-6110,Bug fixing / Maintenance,26
A-6110,Build & Release Engineering,8
A-6110,Performance Optimization,3
A-6110,Project / General Task,3
A-6110,Design & API Evolution,2
A-6110,Documentation,2
A-6110,Other,1
A-61100,Feature / Improvement Implementation,1
A-61102,Project / General Task,1
A-61103,Design & API Evolution,1
A-61105,Feature / Improvement Implementation,2
A-61106,Feature / Improvement Implementation,1
A-61108,Feature / Improvement Implementation,1
A-61109,Other,1
A-6111,Bug fixing / Maintenance,159
A-6111,Build & Release Engineering,13
A-6111,Design & API Evolution,8
A-6111,Feature / Improvement Implementation,8
A-6111,Other,7
A-6111,Documentation,6
A-6111,Testing & Verification,6
A-6111,Code Refactoring & Cleanup,1
A-61110,Other,2
A-61111,Other,1
A-61112,Feature / Improvement Implementation,2
A-61113,Other,1
A-61114,Bug fixing / Maintenance,1
A-61115,Feature / Improvement Implementation,1
A-61116,Build & Release Engineering,1
A-61116,Design & API Evolution,1
A-61117,Other,1
A-61118,Feature / Improvement Implementation,3
A-61119,Bug fixing / Maintenance,1
A-6112,Bug fixing / Maintenance,45
A-6112,Feature / Improvement Implementation,7
A-6112,Performance Optimization,3
A-6112,Project / General Task,3
A-6112,Build & Release Engineering,2
A-6112,Documentation,2
A-6112,Design & API Evolution,1
A-61120,Documentation,1
A-61121,Feature / Improvement Implementation,1
A-61122,Bug fixing / Maintenance,1
A-61123,Feature / Improvement Implementation,3
A-61124,Documentation,2
A-61125,Bug fixing / Maintenance,1
A-61126,Other,2
A-61127,Feature / Improvement Implementation,2
A-61128,Bug fixing / Maintenance,1
A-61129,Bug fixing / Maintenance,1
A-6113,Build & Release Engineering,61
A-6113,Feature / Improvement Implementation,55
A-6113,Bug fixing / Maintenance,52
A-6113,Other,16
A-6113,Testing & Verification,16
A-6113,Design & API Evolution,13
A-6113,Documentation,13
A-6113,Project / General Task,3
A-6113,Performance Optimization,2
A-6113,Code Refactoring & Cleanup,1
A-61131,Bug fixing / Maintenance,1
A-61132,Bug fixing / Maintenance,1
A-61134,Bug fixing / Maintenance,1
A-61134,Performance Optimization,1
A-61135,Other,1
A-61137,Bug fixing / Maintenance,1
A-6114,Project / General Task,39
A-6114,Bug fixing / Maintenance,27
A-6114,Feature / Improvement Implementation,13
A-6114,Build & Release Engineering,7
A-6114,Other,5
A-6114,Documentation,2
A-6114,Design & API Evolution,1
A-6114,Testing & Verification,1
A-61140,Design & API Evolution,1
A-61141,Feature / Improvement Implementation,1
A-61141,Other,1
A-61143,Bug fixing / Maintenance,1
A-61143,Feature / Improvement Implementation,1
A-61144,Bug fixing / Maintenance,1
A-61145,Bug fixing / Maintenance,1
A-61146,Bug fixing / Maintenance,1
A-61148,Feature / Improvement Implementation,1
A-6115,Bug fixing / Maintenance,4
A-6115,Documentation,2
A-6115,Testing & Verification,2
A-6115,Feature / Improvement Implementation,1
A-61150,Build & Release Engineering,1
A-61152,Documentation,1
A-61152,Feature / Improvement Implementation,1
A-61153,Bug fixing / Maintenance,1
A-61154,Design & API Evolution,1
A-61155,Project / General Task,1
A-61157,Bug fixing / Maintenance,1
A-61158,Feature / Improvement Implementation,1
A-61159,Build & Release Engineering,1
A-6116,Feature / Improvement Implementation,22
A-6116,Bug fixing / Maintenance,19
A-6116,Build & Release Engineering,17
A-6116,Other,14
A-6116,Project / General Task,8
A-6116,Documentation,4
A-6116,Design & API Evolution,3
A-6116,Testing & Verification,2
A-61160,Bug fixing / Maintenance,1
A-61163,Bug fixing / Maintenance,1
A-61164,Testing & Verification,1
A-61165,Testing & Verification,1
A-61167,Bug fixing / Maintenance,1
A-61169,Bug fixing / Maintenance,5
A-61169,Build & Release Engineering,2
A-6117,Testing & Verification,2
A-61170,Bug fixing / Maintenance,1
A-61171,Bug fixing / Maintenance,2
A-61172,Bug fixing / Maintenance,2
A-61173,Bug fixing / Maintenance,3
A-61174,Bug fixing / Maintenance,1
A-61175,Bug fixing / Maintenance,1
A-61175,Other,1
A-61176,Bug fixing / Maintenance,1
A-61177,Bug fixing / Maintenance,1
A-61179,Documentation,1
A-6118,Feature / Improvement Implementation,1
A-61180,Bug fixing / Maintenance,1
A-61181,Bug fixing / Maintenance,1
A-61182,Bug fixing / Maintenance,1
A-61183,Feature / Improvement Implementation,2
A-61183,Bug fixing / Maintenance,1
A-61183,Documentation,1
A-61187,Documentation,1
A-61188,Feature / Improvement Implementation,1
A-61189,Performance Optimization,1
A-6119,Bug fixing / Maintenance,4
A-6119,Build & Release Engineering,4
A-6119,Feature / Improvement Implementation,3
A-6119,Design & API Evolution,1
A-6119,Project / General Task,1
A-61190,Bug fixing / Maintenance,1
A-61191,Bug fixing / Maintenance,1
A-61192,Bug fixing / Maintenance,1
A-61193,Documentation,1
A-61194,Feature / Improvement Implementation,1
A-61195,Documentation,1
A-61196,Bug fixing / Maintenance,2
A-61197,Build & Release Engineering,1
A-61198,Documentation,1
A-61199,Feature / Improvement Implementation,1
A-612,Bug fixing / Maintenance,3
A-612,Design & API Evolution,1
A-6120,Feature / Improvement Implementation,26
A-6120,Testing & Verification,5
A-6120,Bug fixing / Maintenance,4
A-6120,Build & Release Engineering,3
A-6120,Design & API Evolution,3
A-6120,Project / General Task,3
A-6120,Code Refactoring & Cleanup,2
A-6120,Documentation,2
A-61201,Bug fixing / Maintenance,1
A-61202,Project / General Task,1
A-61203,Bug fixing / Maintenance,1
A-61204,Feature / Improvement Implementation,1
A-61205,Documentation,1
A-61207,Bug fixing / Maintenance,1
A-6121,Bug fixing / Maintenance,15
A-6121,Build & Release Engineering,5
A-6121,Feature / Improvement Implementation,5
A-6121,Documentation,2
A-6121,Project / General Task,1
A-6121,Testing & Verification,1
A-61210,Bug fixing / Maintenance,1
A-61211,Bug fixing / Maintenance,1
A-61212,Documentation,1
A-61213,Bug fixing / Maintenance,1
A-61214,Bug fixing / Maintenance,2
A-61216,Bug fixing / Maintenance,1
A-61217,Bug fixing / Maintenance,1
A-61218,Feature / Improvement Implementation,1
A-61219,Bug fixing / Maintenance,1
A-6122,Bug fixing / Maintenance,36
A-6122,Testing & Verification,32
A-6122,Build & Release Engineering,23
A-6122,Feature / Improvement Implementation,14
A-6122,Documentation,8
A-6122,Project / General Task,6
A-6122,Design & API Evolution,4
A-61220,Bug fixing / Maintenance,2
A-61221,Feature / Improvement Implementation,1
A-61222,Bug fixing / Maintenance,1
A-61223,Bug fixing / Maintenance,1
A-61224,Bug fixing / Maintenance,1
A-61224,Documentation,1
A-61226,Build & Release Engineering,1
A-61227,Documentation,1
A-61228,Bug fixing / Maintenance,1
A-61229,Documentation,1
A-6123,Bug fixing / Maintenance,21
A-6123,Testing & Verification,15
A-6123,Documentation,3
A-6123,Build & Release Engineering,1
A-6123,Feature / Improvement Implementation,1
A-61230,Feature / Improvement Implementation,1
A-61232,Bug fixing / Maintenance,1
A-61234,Bug fixing / Maintenance,1
A-61235,Bug fixing / Maintenance,1
A-61237,Build & Release Engineering,1
A-61238,Bug fixing / Maintenance,1
A-61238,Documentation,1
A-61239,Feature / Improvement Implementation,1
A-6124,Documentation,1
A-61240,Bug fixing / Maintenance,1
A-61242,Bug fixing / Maintenance,1
A-61244,Feature / Improvement Implementation,1
A-61246,Bug fixing / Maintenance,1
A-61247,Bug fixing / Maintenance,1
A-61248,Feature / Improvement Implementation,1
A-61249,Bug fixing / Maintenance,1
A-6125,Testing & Verification,1
A-61250,Feature / Improvement Implementation,1
A-61251,Feature / Improvement Implementation,1
A-61252,Bug fixing / Maintenance,1
A-61252,Feature / Improvement Implementation,1
A-61253,Build & Release Engineering,1
A-61254,Feature / Improvement Implementation,1
A-61255,Bug fixing / Maintenance,1
A-61257,Bug fixing / Maintenance,1
A-61257,Build & Release Engineering,1
A-61258,Bug fixing / Maintenance,1
A-61259,Bug fixing / Maintenance,1
A-6126,Bug fixing / Maintenance,24
A-6126,Feature / Improvement Implementation,5
A-6126,Build & Release Engineering,3
A-6126,Documentation,2
A-6126,Testing & Verification,2
A-6126,Code Refactoring & Cleanup,1
A-61261,Bug fixing / Maintenance,1
A-61262,Documentation,1
A-61263,Documentation,1
A-61264,Bug fixing / Maintenance,1
A-61265,Bug fixing / Maintenance,1
A-61266,Documentation,1
A-61267,Testing & Verification,1
A-61269,Bug fixing / Maintenance,1
A-6127,Bug fixing / Maintenance,20
A-6127,Testing & Verification,14
A-6127,Other,8
A-6127,Feature / Improvement Implementation,6
A-6127,Build & Release Engineering,5
A-6127,Design & API Evolution,4
A-6127,Documentation,3
A-6127,Project / General Task,1
A-61270,Bug fixing / Maintenance,1
A-61271,Documentation,1
A-61272,Build & Release Engineering,1
A-61275,Bug fixing / Maintenance,1
A-61278,Feature / Improvement Implementation,1
A-61278,Testing & Verification,1
A-61279,Bug fixing / Maintenance,1
A-6128,Bug fixing / Maintenance,200
A-6128,Feature / Improvement Implementation,122
A-6128,Documentation,48
A-6128,Build & Release Engineering,38
A-6128,Performance Optimization,13
A-6128,Project / General Task,10
A-6128,Testing & Verification,8
A-6128,Design & API Evolution,7
A-6128,Code Refactoring & Cleanup,6
A-61280,Bug fixing / Maintenance,1
A-61281,Bug fixing / Maintenance,1
A-61282,Bug fixing / Maintenance,1
A-61283,Bug fixing / Maintenance,1
A-61284,Feature / Improvement Implementation,4
A-61285,Bug fixing / Maintenance,1
A-61286,Feature / Improvement Implementation,1
A-61289,Bug fixing / Maintenance,4
A-6129,Bug fixing / Maintenance,3
A-6129,Feature / Improvement Implementation,2
A-6129,Build & Release Engineering,1
A-6129,Code Refactoring & Cleanup,1
A-6129,Design & API Evolution,1
A-61290,Bug fixing / Maintenance,1
A-61290,Build & Release Engineering,1
A-61291,Bug fixing / Maintenance,1
A-61292,Feature / Improvement Implementation,1
A-61293,Build & Release Engineering,1
A-61294,Bug fixing / Maintenance,1
A-61295,Bug fixing / Maintenance,1
A-61296,Feature / Improvement Implementation,1
A-61298,Testing & Verification,9
A-61298,Bug fixing / Maintenance,5
A-61298,Documentation,3
A-61299,Bug fixing / Maintenance,1
A-613,Bug fixing / Maintenance,6
A-613,Build & Release Engineering,5
A-613,Feature / Improvement Implementation,2
A-613,Other,1
A-6130,Feature / Improvement Implementation,8
A-6130,Bug fixing / Maintenance,2
A-6130,Design & API Evolution,2
A-6130,Build & Release Engineering,1
A-6130,Code Refactoring & Cleanup,1
A-6130,Other,1
A-6130,Project / General Task,1
A-61300,Other,1
A-61302,Documentation,1
A-61304,Bug fixing / Maintenance,1
A-61308,Bug fixing / Maintenance,1
A-61309,Bug fixing / Maintenance,1
A-6131,Bug fixing / Maintenance,6
A-6131,Feature / Improvement Implementation,5
A-6131,Documentation,4
A-6131,Testing & Verification,2
A-61310,Bug fixing / Maintenance,1
A-61311,Bug fixing / Maintenance,2
A-61311,Performance Optimization,1
A-61312,Bug fixing / Maintenance,1
A-61313,Feature / Improvement Implementation,1
A-61315,Bug fixing / Maintenance,1
A-61315,Testing & Verification,1
A-61316,Bug fixing / Maintenance,1
A-61317,Bug fixing / Maintenance,1
A-61318,Bug fixing / Maintenance,1
A-61319,Testing & Verification,9
A-61319,Bug fixing / Maintenance,2
A-61319,Performance Optimization,2
A-61319,Code Refactoring & Cleanup,1
A-6132,Bug fixing / Maintenance,2
A-6132,Build & Release Engineering,2
A-61320,Bug fixing / Maintenance,1
A-61321,Bug fixing / Maintenance,1
A-61321,Feature / Improvement Implementation,1
A-61322,Bug fixing / Maintenance,2
A-61322,Documentation,1
A-61323,Feature / Improvement Implementation,1
A-61324,Bug fixing / Maintenance,1
A-61325,Bug fixing / Maintenance,1
A-61327,Documentation,1
A-61328,Feature / Improvement Implementation,1
A-61329,Bug fixing / Maintenance,1
A-6133,Bug fixing / Maintenance,1
A-61330,Build & Release Engineering,1
A-61331,Performance Optimization,1
A-61332,Bug fixing / Maintenance,1
A-61333,Bug fixing / Maintenance,1
A-61334,Bug fixing / Maintenance,2
A-61334,Build & Release Engineering,1
A-61334,Feature / Improvement Implementation,1
A-61336,Build & Release Engineering,1
A-61338,Bug fixing / Maintenance,1
A-6134,Bug fixing / Maintenance,3
A-61340,Feature / Improvement Implementation,1
A-61341,Feature / Improvement Implementation,1
A-61342,Feature / Improvement Implementation,1
A-61343,Testing & Verification,5
A-61343,Bug fixing / Maintenance,4
A-61343,Build & Release Engineering,1
A-61343,Documentation,1
A-61345,Feature / Improvement Implementation,1
A-61348,Bug fixing / Maintenance,1
A-61349,Feature / Improvement Implementation,1
A-6135,Bug fixing / Maintenance,8
A-6135,Documentation,1
A-6135,Feature / Improvement Implementation,1
A-6135,Testing & Verification,1
A-61350,Build & Release Engineering,1
A-61351,Bug fixing / Maintenance,1
A-61352,Documentation,1
A-61353,Bug fixing / Maintenance,1
A-61357,Build & Release Engineering,1
A-61358,Documentation,1
A-61359,Bug fixing / Maintenance,1
A-6136,Bug fixing / Maintenance,3
A-6136,Documentation,2
A-6136,Feature / Improvement Implementation,2
A-6136,Design & API Evolution,1
A-61361,Feature / Improvement Implementation,1
A-61363,Bug fixing / Maintenance,1
A-61364,Feature / Improvement Implementation,1
A-61365,Bug fixing / Maintenance,1
A-61367,Bug fixing / Maintenance,1
A-6137,Bug fixing / Maintenance,9
A-6137,Feature / Improvement Implementation,8
