Assignee,total_tasks,num_skills,main_skill_tag,Bug fixing / Maintenance,Build & Release Engineering,Code Refactoring & Cleanup,Design & API Evolution,Documentation,Feature / Improvement Implementation,Other,Performance Optimization,Project / General Task,Testing & Verification
A-9265,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9266,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-9267,3,2,Bug fixing / Maintenance,2,0,0,0,0,0,0,1,0,0
A-9268,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9269,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-927,94,9,Bug fixing / Maintenance,34,13,0,3,14,4,18,2,1,5
A-9270,10,3,Feature / Improvement Implementation,1,0,0,0,1,8,0,0,0,0
A-9271,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,1,0
A-9272,3,2,Feature / Improvement Implementation,0,1,0,0,0,2,0,0,0,0
A-9273,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-9274,4,4,Bug fixing / Maintenance,1,0,0,0,1,1,0,0,0,1
A-9275,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9276,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9277,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9278,5,4,Bug fixing / Maintenance,2,0,0,1,0,1,0,0,0,1
A-9279,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-928,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9280,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9281,7,5,Build & Release Engineering,0,2,0,0,0,2,1,1,0,1
A-9282,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9283,7,3,Bug fixing / Maintenance,4,0,0,0,0,1,0,0,0,2
A-9284,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9285,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9286,2,2,Design & API Evolution,0,0,0,1,0,1,0,0,0,0
A-9287,3,3,Bug fixing / Maintenance,1,1,0,0,1,0,0,0,0,0
A-9288,3,2,Project / General Task,0,0,0,0,0,1,0,0,2,0
A-9289,3,3,Design & API Evolution,0,0,0,1,1,1,0,0,0,0
A-929,48,5,Bug fixing / Maintenance,44,1,0,0,1,1,0,0,0,1
A-9290,13,5,Bug fixing / Maintenance,7,0,1,1,2,2,0,0,0,0
A-9291,7,3,Feature / Improvement Implementation,1,0,0,1,0,5,0,0,0,0
A-9292,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9293,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-9294,7,2,Documentation,2,0,0,0,5,0,0,0,0,0
A-9295,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-9296,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9297,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9298,4,3,Build & Release Engineering,1,2,0,0,0,1,0,0,0,0
A-9299,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-93,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-930,192,9,Bug fixing / Maintenance,108,4,2,8,14,13,17,1,0,25
A-9300,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9301,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9302,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9303,5,3,Bug fixing / Maintenance,3,1,0,0,0,0,0,0,0,1
A-9304,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9305,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9306,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9307,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9308,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9309,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-931,4,3,Bug fixing / Maintenance,2,0,0,1,0,0,1,0,0,0
A-9310,2,2,Build & Release Engineering,0,1,0,0,0,0,0,0,0,1
A-9311,3,2,Bug fixing / Maintenance,2,0,0,1,0,0,0,0,0,0
A-9312,17,7,Bug fixing / Maintenance,7,2,1,1,0,1,1,0,0,4
A-9313,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9314,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-9315,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-9316,22,5,Bug fixing / Maintenance,9,2,0,1,0,8,2,0,0,0
A-9317,7,3,Feature / Improvement Implementation,2,0,0,0,0,4,0,0,0,1
A-9318,34,5,Feature / Improvement Implementation,10,4,0,0,1,17,0,0,0,2
A-9319,9,3,Bug fixing / Maintenance,5,0,0,0,0,1,0,0,0,3
A-932,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-9320,10,4,Feature / Improvement Implementation,1,1,0,0,1,7,0,0,0,0
A-9321,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9322,5,3,Feature / Improvement Implementation,0,0,0,0,0,3,0,1,0,1
A-9323,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9324,15,5,Bug fixing / Maintenance,6,0,1,0,0,3,0,0,3,2
A-9325,14,4,Bug fixing / Maintenance,9,0,0,1,1,3,0,0,0,0
A-9326,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9327,4,2,Feature / Improvement Implementation,0,0,0,0,1,3,0,0,0,0
A-9328,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9329,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-933,7,1,Bug fixing / Maintenance,7,0,0,0,0,0,0,0,0,0
A-9330,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9331,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9332,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9333,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-9334,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9335,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-9336,8,2,Bug fixing / Maintenance,4,0,0,0,0,4,0,0,0,0
A-9337,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9338,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9339,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-934,270,10,Bug fixing / Maintenance,137,8,1,15,16,15,45,1,5,27
A-9340,68,7,Bug fixing / Maintenance,43,7,0,0,4,6,0,1,2,5
A-9341,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9342,2,2,Bug fixing / Maintenance,1,0,0,1,0,0,0,0,0,0
A-9343,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-9344,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9345,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-9346,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9347,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9348,7,3,Bug fixing / Maintenance,4,0,0,2,0,0,0,0,0,1
A-9349,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-935,5,3,Testing & Verification,1,1,0,0,0,0,0,0,0,3
A-9350,9,4,Bug fixing / Maintenance,3,0,0,0,1,3,0,0,0,2
A-9351,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9352,3,2,Documentation,0,0,0,0,2,1,0,0,0,0
A-9353,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9354,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9355,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-9356,325,10,Bug fixing / Maintenance,164,14,2,5,13,56,8,3,6,54
A-9357,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-9358,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-9359,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-936,3,1,Feature / Improvement Implementation,0,0,0,0,0,3,0,0,0,0
A-9360,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9361,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-9362,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9363,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-9364,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9365,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9366,11,2,Bug fixing / Maintenance,9,0,0,0,0,2,0,0,0,0
A-9367,4,2,Feature / Improvement Implementation,1,0,0,0,0,3,0,0,0,0
A-9368,4,3,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,1
A-9369,40,7,Bug fixing / Maintenance,27,0,0,2,1,7,1,0,1,1
A-937,10,6,Feature / Improvement Implementation,1,2,0,1,1,3,2,0,0,0
A-9370,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9371,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9372,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-9373,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9374,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9375,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9376,9,3,Bug fixing / Maintenance,5,0,0,0,0,2,0,2,0,0
A-9377,2,2,Build & Release Engineering,0,1,0,0,0,1,0,0,0,0
A-9378,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9379,3,2,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,1
A-938,230,10,Bug fixing / Maintenance,80,8,1,16,7,20,60,3,1,34
A-9380,7,5,Bug fixing / Maintenance,3,0,0,0,1,1,1,0,1,0
A-9381,5,3,Bug fixing / Maintenance,3,0,0,0,1,1,0,0,0,0
A-9382,101,7,Bug fixing / Maintenance,51,3,0,4,8,28,1,0,0,6
A-9383,7,3,Design & API Evolution,0,0,0,4,0,2,0,0,0,1
A-9384,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-9385,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9386,3,3,Bug fixing / Maintenance,1,1,0,0,0,1,0,0,0,0
A-9387,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-9388,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9389,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-939,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9390,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9391,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9392,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,1
A-9393,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9394,5,3,Feature / Improvement Implementation,0,0,0,0,1,3,0,0,0,1
A-9395,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9396,3,3,Bug fixing / Maintenance,1,1,0,0,0,1,0,0,0,0
A-9397,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9398,26,6,Bug fixing / Maintenance,13,1,0,1,2,8,0,1,0,0
A-9399,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-94,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-940,20,5,Bug fixing / Maintenance,13,1,0,2,2,2,0,0,0,0
A-9400,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-9401,5,4,Feature / Improvement Implementation,1,1,0,0,0,2,0,0,0,1
A-9402,8,3,Feature / Improvement Implementation,2,0,0,0,0,3,0,0,0,3
A-9403,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9404,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-9405,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9406,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9407,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9408,2,2,Bug fixing / Maintenance,1,1,0,0,0,0,0,0,0,0
A-9409,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-941,18,5,Bug fixing / Maintenance,12,0,0,1,2,2,0,0,0,1
A-9410,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9411,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9412,3,1,Feature / Improvement Implementation,0,0,0,0,0,3,0,0,0,0
A-9413,3,2,Feature / Improvement Implementation,1,0,0,0,0,2,0,0,0,0
A-9414,6,3,Feature / Improvement Implementation,1,0,0,0,0,4,0,0,0,1
A-9415,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-9416,20,5,Build & Release Engineering,5,6,0,0,0,6,0,0,1,2
A-9417,4,3,Documentation,0,1,0,0,2,1,0,0,0,0
A-9418,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9419,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-942,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-9420,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9421,5,1,Bug fixing / Maintenance,5,0,0,0,0,0,0,0,0,0
A-9422,112,10,Bug fixing / Maintenance,62,2,1,4,5,18,4,4,2,10
A-9423,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9424,7,5,Bug fixing / Maintenance,2,1,0,1,1,2,0,0,0,0
A-9425,3,2,Feature / Improvement Implementation,0,1,0,0,0,2,0,0,0,0
A-9426,5,2,Bug fixing / Maintenance,4,0,0,0,1,0,0,0,0,0
A-9427,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9428,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-9429,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-943,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9430,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-9431,2,1,Feature / Improvement Implementation,0,0,0,0,0,2,0,0,0,0
A-9432,4,2,Testing & Verification,1,0,0,0,0,0,0,0,0,3
A-9433,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9434,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9435,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-9436,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9437,143,8,Bug fixing / Maintenance,58,7,4,6,5,16,26,0,0,21
A-9438,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-9439,10,2,Bug fixing / Maintenance,8,0,0,0,0,2,0,0,0,0
A-944,17,4,Bug fixing / Maintenance,12,0,0,0,1,3,0,0,0,1
A-9440,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9441,7,4,Feature / Improvement Implementation,2,1,0,1,0,3,0,0,0,0
A-9442,3,2,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,1
A-9443,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9444,4,4,Bug fixing / Maintenance,1,0,0,0,1,1,0,0,0,1
A-9445,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9446,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9447,1,1,Performance Optimization,0,0,0,0,0,0,0,1,0,0
A-9448,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9449,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-945,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-9450,54,7,Bug fixing / Maintenance,26,0,0,3,1,6,13,1,0,4
A-9451,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9452,74,8,Bug fixing / Maintenance,25,2,0,1,2,6,18,2,0,18
A-9453,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,1
A-9454,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9455,18,5,Testing & Verification,4,0,0,0,1,5,2,0,0,6
A-9456,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9457,15,3,Bug fixing / Maintenance,12,0,0,1,0,2,0,0,0,0
A-9458,1,1,Design & API Evolution,0,0,0,1,0,0,0,0,0,0
A-9459,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-946,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-9460,26,6,Bug fixing / Maintenance,13,1,0,3,1,7,0,0,0,1
A-9461,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9462,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9463,9,3,Bug fixing / Maintenance,5,0,0,0,2,2,0,0,0,0
A-9464,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9465,10,6,Testing & Verification,2,0,1,0,1,2,1,0,0,3
A-9466,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9467,84,9,Bug fixing / Maintenance,21,5,0,4,3,14,14,3,2,18
A-9468,5,3,Bug fixing / Maintenance,2,0,0,0,1,2,0,0,0,0
A-9469,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-947,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9470,5,2,Testing & Verification,1,0,0,0,0,0,0,0,0,4
A-9471,47,8,Bug fixing / Maintenance,16,4,0,1,1,10,1,2,0,12
A-9472,4,2,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,0
A-9473,7,4,Bug fixing / Maintenance,3,0,0,0,0,2,1,0,0,1
A-9474,1,1,Other,0,0,0,0,0,0,1,0,0,0
A-9475,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9476,4,2,Testing & Verification,1,0,0,0,0,0,0,0,0,3
A-9477,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9478,5,3,Bug fixing / Maintenance,2,0,0,1,0,2,0,0,0,0
A-9479,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-948,7,4,Other,2,1,0,0,0,0,3,0,0,1
A-9480,3,3,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,1
A-9481,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9482,20,4,Bug fixing / Maintenance,14,1,0,0,1,4,0,0,0,0
A-9483,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9484,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9485,4,3,Feature / Improvement Implementation,1,0,0,1,0,2,0,0,0,0
A-9486,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9487,10,3,Bug fixing / Maintenance,8,0,0,0,0,1,0,1,0,0
A-9488,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9489,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-949,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-9490,4,2,Bug fixing / Maintenance,2,0,0,0,0,2,0,0,0,0
A-9491,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9492,19,5,Bug fixing / Maintenance,9,2,0,1,1,6,0,0,0,0
A-9493,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9494,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9495,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9496,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9497,2,2,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,0
A-9498,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9499,26,7,Bug fixing / Maintenance,11,2,1,0,1,9,0,0,1,1
A-95,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-950,4,2,Feature / Improvement Implementation,1,0,0,0,0,3,0,0,0,0
A-9500,4,2,Bug fixing / Maintenance,3,0,0,0,0,0,1,0,0,0
A-9501,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-9502,4,4,Bug fixing / Maintenance,1,1,1,0,0,1,0,0,0,0
A-9503,74,6,Bug fixing / Maintenance,44,1,0,0,6,8,4,0,0,11
A-9504,12,4,Bug fixing / Maintenance,8,1,0,0,0,2,0,1,0,0
A-9505,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9506,4,4,Bug fixing / Maintenance,1,0,0,1,1,1,0,0,0,0
A-9507,6,3,Feature / Improvement Implementation,2,1,0,0,0,3,0,0,0,0
A-9508,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9509,4,4,Bug fixing / Maintenance,1,0,0,1,0,1,0,1,0,0
A-951,15,6,Other,2,0,1,1,1,1,9,0,0,0
A-9510,8,3,Feature / Improvement Implementation,3,1,0,0,0,4,0,0,0,0
A-9511,41,7,Testing & Verification,9,3,0,0,1,2,1,1,0,24
A-9512,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9513,7,2,Bug fixing / Maintenance,6,0,0,0,1,0,0,0,0,0
A-9514,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
A-9515,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9516,3,2,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,0
A-9517,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9518,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9519,5,1,Bug fixing / Maintenance,5,0,0,0,0,0,0,0,0,0
A-952,3,1,Bug fixing / Maintenance,3,0,0,0,0,0,0,0,0,0
A-9520,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9521,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9522,4,2,Feature / Improvement Implementation,0,0,0,0,0,3,0,0,0,1
A-9523,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9524,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9525,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9526,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9527,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9528,6,3,Bug fixing / Maintenance,3,0,0,0,0,2,0,0,0,1
A-9529,8,3,Bug fixing / Maintenance,4,0,0,0,0,2,0,0,0,2
A-953,4,1,Bug fixing / Maintenance,4,0,0,0,0,0,0,0,0,0
A-9530,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9531,21,6,Other,3,1,0,1,0,3,10,0,0,3
A-9532,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9533,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9534,40,7,Bug fixing / Maintenance,12,0,0,6,4,5,8,0,1,4
A-9535,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-9536,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9537,4,3,Other,0,1,0,1,0,0,2,0,0,0
A-9538,3,3,Bug fixing / Maintenance,1,0,0,0,1,1,0,0,0,0
A-9539,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-954,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9540,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9541,2,2,Documentation,0,0,0,0,1,0,0,0,0,1
A-9542,6,5,Feature / Improvement Implementation,1,0,0,1,1,2,1,0,0,0
A-9543,2,2,Documentation,0,0,0,0,1,1,0,0,0,0
A-9544,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9545,12,5,Bug fixing / Maintenance,7,2,0,1,1,1,0,0,0,0
A-9546,1,1,Build & Release Engineering,0,1,0,0,0,0,0,0,0,0
A-9547,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9548,6,2,Bug fixing / Maintenance,3,0,0,0,0,3,0,0,0,0
A-9549,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-955,4,2,Bug fixing / Maintenance,3,0,0,0,0,1,0,0,0,0
A-9550,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9551,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9552,4,2,Feature / Improvement Implementation,0,0,0,0,0,3,0,0,0,1
A-9553,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9554,1,1,Documentation,0,0,0,0,1,0,0,0,0,0
A-9555,6,2,Bug fixing / Maintenance,4,0,0,0,0,2,0,0,0,0
A-9556,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9557,4,3,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,1
A-9558,7,3,Bug fixing / Maintenance,4,0,0,0,1,2,0,0,0,0
A-9559,18,7,Other,2,1,2,1,0,4,7,0,0,1
A-956,1,1,Feature / Improvement Implementation,0,0,0,0,0,1,0,0,0,0
A-9560,4,3,Bug fixing / Maintenance,2,0,0,0,1,1,0,0,0,0
A-9561,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9562,1,1,Testing & Verification,0,0,0,0,0,0,0,0,0,1
A-9563,1,1,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,0
A-9564,3,3,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,0,1
A-9565,2,2,Bug fixing / Maintenance,1,0,0,0,0,0,0,0,0,1
A-9566,2,2,Bug fixing / Maintenance,1,0,0,0,0,1,0,0,0,0
A-9567,7,3,Feature / Improvement Implementation,0,1,0,0,1,5,0,0,0,0
A-9568,2,2,Feature / Improvement Implementation,0,0,0,0,0,1,0,1,0,0
A-9569,3,2,Documentation,1,0,0,0,2,0,0,0,0,0
A-957,3,3,Bug fixing / Maintenance,1,0,0,0,1,0,0,0,1,0
A-9570,4,3,Bug fixing / Maintenance,2,0,0,0,0,1,0,0,0,1
A-9571,2,1,Bug fixing / Maintenance,2,0,0,0,0,0,0,0,0,0
